english	translation	category	sub_category	source
Mature Asgarnian Ale	成熟的阿斯加尼亚艾尔啤酒 [cheng shu de a si jia ni ya ai er pi jiu]	name	object	Mature Asgarnian Ale
Greenmans Ale	格林曼啤酒 [ge lin man pi jiu]	name	object	Greenmans Ale
Mature Greenmans Ale	成熟格林曼艾尔啤酒 [cheng shu ge lin man ai er pi jiu]	name	object	Mature Greenmans Ale
Wizards Mind Bomb	奇才心灵炸弹 [qi cai xin ling zha dan]	name	object	Wizards Mind Bomb
Mature Wizards Mind Bomb	成熟巫师心灵炸弹 [cheng shu wu shi xin ling zha dan]	name	object	Mature Wizards Mind Bomb
Dragon Bitter	龙苦 [long ku]	name	object	Dragon Bitter
Mature Dragon Bitter	成熟龙苦 [cheng shu long ku]	name	object	Mature Dragon Bitter
Moonlight Mead	月光蜜酒 [yue guang mi jiu]	name	object	Moonlight Mead
Mature Moonlight Mead	成熟的月光蜂蜜酒 [cheng shu de yue guang feng mi jiu]	name	object	Mature Moonlight Mead
Axeman's Folly	斧头兵的愚蠢行为 [fu tou bing de yu chun xing wei]	name	object	Axeman's Folly
Mature Axeman's Folly	成熟斧头手的愚蠢行为 [cheng shu fu tou shou de yu chun xing wei]	name	object	Mature Axeman's Folly
Chef's Delight	厨师的喜悦 [chu shi de xi yue]	name	object	Chef's Delight
Mature Chef's Delight	成熟厨师的喜悦 [cheng shu chu shi de xi yue]	name	object	Mature Chef's Delight
Slayer's Respite	杀手的休息 [sha shou de xiu xi]	name	object	Slayer's Respite
Mature Slayer's Respite	成熟杀手的休息 [cheng shu sha shou de xiu xi]	name	object	Mature Slayer's Respite
Cider	苹果酒 [ping guo jiu]	name	object	Cider
Mature Cider	成熟苹果酒 [cheng shu ping guo jiu]	name	object	Mature Cider
Dairy churn	乳制品搅拌 [ru zhi pin jiao ban]	name	object	Dairy churn
Pie stall	馅饼摊 [xian bing tan]	name	object	Pie stall
Zul-Andra teleport	祖尔-安德拉传送 [zu er - an de la chuan song]	name	object	Zul-Andra teleport
Baker's stall	面包师摊位 [mian bao shi tan wei]	name	object	Baker's stall
Grape vine	葡萄藤 [pu tao teng]	name	object	Grape vine
Dead vine	死藤 [si teng]	name	object	Dead vine
Fairy ring	仙女戒指 [xian nv jie zhi]	name	object	Fairy ring
Scaregull	惊恐鸥 [jing kong ou]	name	object	Scaregull
Wine barrel	酒桶 [jiu tong]	name	object	Wine barrel
Open hot vent door	打开热通风门 [da kai re tong feng men]	name	object	Open hot vent door
Hot vent door	热通风门 [re tong feng men]	name	object	Hot vent door
Sulphur vent	硫磺喷口 [liu huang pen kou]	name	object	Sulphur vent
Dwarf bath	矮人浴 [ai ren yu]	name	object	Dwarf bath
Multicannon parts	多炮零件 [duo pao ling jian]	name	object	Multicannon parts
Canary	金丝雀 [jin si que]	name	object	Canary
Blacksmiths' tools	铁匠的工具 [tie jiang de gong ju]	name	object	Blacksmiths' tools
Sinister barrel	险恶的桶 [xian e de tong]	name	object	Sinister barrel
Thorns	荆棘 [jing ji]	name	object	Thorns
Creature	生物 [sheng wu]	name	object	Creature
Egg	蛋 [dan]	name	object	Egg
Ice Column	冰柱 [bing zhu]	name	object	Ice Column
TzHaar statue	茨哈尔雕像 [ci ha er diao xiang]	name	object	TzHaar statue
Lava forge	熔岩锻造 [rong yan duan zao]	name	object	Lava forge
Viewing orb	查看球体 [cha kan qiu ti]	name	object	Viewing orb
A gap through the wall	墙上有一个缝隙 [qiang shang you yi ge feng xi]	name	object	A gap through the wall
Mushroom torch	蘑菇火炬 [mo gu huo ju]	name	object	Mushroom torch
A wall	一堵墙 [yi du qiang]	name	object	A wall
Potion shelves	药水架 [yao shui jia]	name	object	Potion shelves
Potion shelf	药水架子 [yao shui jia zi]	name	object	Potion shelf
Healing certificate	治愈证书 [zhi yu zheng shu]	name	object	Healing certificate
Certificate of healing	治愈证明 [zhi yu zheng ming]	name	object	Certificate of healing
A fairy workbench	仙女工作台 [xian nv gong zuo tai]	name	object	A fairy workbench
Fairy fountain	仙女喷泉 [xian nv pen quan]	name	object	Fairy fountain
Fairy Queen	仙女女王 [xian nv nv wang]	name	object	Fairy Queen
Fairy Queen throne	仙女女王宝座 [xian nv nv wang bao zuo]	name	object	Fairy Queen throne
Godfather throne	教父宝座 [jiao fu bao zuo]	name	object	Godfather throne
Chicken Shrine	鸡神社 [ji shen she]	name	object	Chicken Shrine
G.A.G. banner	插科打诨。横幅 [cha ke da hun 。 heng fu]	name	object	G.A.G. banner
Dairy Cow	奶牛 [nai niu]	name	object	Dairy Cow
Cow wheel	牛轮 [niu lun]	name	object	Cow wheel
Water Trough	水槽 [shui cao]	name	object	Water Trough
Juliet	朱丽叶 [zhu li ye]	name	object	Juliet
Canoe Station	独木舟站 [du mu zhou zhan]	name	object	Canoe Station
A Sinking Canoe	沉没的独木舟 [chen mo de du mu zhou]	name	object	A Sinking Canoe
Mole hill	鼹鼠山 [yan shu shan]	name	object	Mole hill
Vanilla plant	香草植物 [xiang cao zhi wu]	name	object	Vanilla plant
Nest	巢 [chao]	name	object	Nest
Dragon egg	龙蛋 [long dan]	name	object	Dragon egg
Dragonfire	龙火 [long huo]	name	object	Dragonfire
Broken cage	破笼子 [po long zi]	name	object	Broken cage
Cellar stairs	地窖楼梯 [di jiao lou ti]	name	object	Cellar stairs
Open trapdoor	打开活板门 [da kai huo ban men]	name	object	Open trapdoor
Nistirio's manifesto	尼斯蒂里奥的宣言 [ni si di li ao de xuan yan]	name	object	Nistirio's manifesto
Banquet table	宴会桌 [yan hui zhuo]	name	object	Banquet table
Pirate Pete	海盗皮特 [hai dao pi te]	name	object	Pirate Pete
Dwarf	矮人 [ai ren]	name	object	Dwarf
General Wartface	疣脸将军 [you lian jiang jun]	name	object	General Wartface
General Bentnoze	本特诺兹将军 [ben te nuo zi jiang jun]	name	object	General Bentnoze
Lumbridge Guide	伦布里奇指南 [lun bu li qi zhi nan]	name	object	Lumbridge Guide
Evil Dave	邪恶的戴夫 [xie e de dai fu]	name	object	Evil Dave
Sir Amik Varze	阿米克·瓦尔泽爵士 [a mi ke · wa er ze jue shi]	name	object	Sir Amik Varze
Skrach Uglogwee	斯克拉奇·乌格洛威 [si ke la qi · wu ge luo wei]	name	object	Skrach Uglogwee
Sack Pile	麻袋堆 [ma dai dui]	name	object	Sack Pile
Explosion	爆炸 [bao zha]	name	object	Explosion
Saucepan	平底锅 [ping di guo]	name	object	Saucepan
Rolling pin	擀面杖 [gan mian zhang]	name	object	Rolling pin
Spork	斯波克 [si bo ke]	name	object	Spork
Skulls	头骨 [tou gu]	name	object	Skulls
Underwater Cavern Entrance	水下洞穴入口 [shui xia dong xue ru kou]	name	object	Underwater Cavern Entrance
Pen Door	笔门 [bi men]	name	object	Pen Door
Kelp	海带 [hai dai]	name	object	Kelp
Coral Reef	珊瑚礁 [shan hu jiao]	name	object	Coral Reef
Coral	珊瑚 [shan hu]	name	object	Coral
Bubbles	气泡 [qi pao]	name	object	Bubbles
Large table	大桌子 [da zhuo zi]	name	object	Large table
Old tree	老树 [lao shu]	name	object	Old tree
Crude boat	原油船 [yuan you chuan]	name	object	Crude boat
Rock and string	摇滚与弦乐 [yao gun yu xian yue]	name	object	Rock and string
Pile of Rock	一堆岩石 [yi dui yan shi]	name	object	Pile of Rock
Bronze axe	青铜斧头 [qing tong fu tou]	name	object	Bronze axe
Washbasin	脸盆 [lian pen]	name	object	Washbasin
Colony gate	殖民地门 [zhi min di men]	name	object	Colony gate
Broken wall	残破的墙壁 [can po de qiang bi]	name	object	Broken wall
Fallen Wall	倒塌的墙 [dao ta de qiang]	name	object	Fallen Wall
Pile of rubble.	一堆瓦砾。 [yi dui wa li 。]	name	object	Pile of rubble.
Rubble Pile	碎石堆 [sui shi dui]	name	object	Rubble Pile
Keyhole	锁孔 [suo kong]	name	object	Keyhole
Marius	马吕斯 [ma lv si]	name	object	Marius
Low fence	低栅栏 [di zha lan]	name	object	Low fence
Broken Roof	破碎的屋顶 [po sui de wu ding]	name	object	Broken Roof
Repaired Roof	修复屋顶 [xiu fu wu ding]	name	object	Repaired Roof
Repaired wall	修好的墙 [xiu hao de qiang]	name	object	Repaired wall
Damaged wall	墙壁受损 [qiang bi shou sun]	name	object	Damaged wall
Bank Booth	银行柜台 [yin hang gui tai]	name	object	Bank Booth
Broken furnace	破炉 [po lu]	name	object	Broken furnace
Repaired furnace	修炉 [xiu lu]	name	object	Repaired furnace
Exit path	退出路径 [tui chu lu jing]	name	object	Exit path
Sq'irk tree	斯奎克树 [si kui ke shu]	name	object	Sq'irk tree
Hazelmere statue	黑泽尔米尔雕像 [hei ze er mi er diao xiang]	name	object	Hazelmere statue
Glouphrie statue	格洛弗里雕像 [ge luo fu li diao xiang]	name	object	Glouphrie statue
Ornament	装饰品 [zhuang shi pin]	name	object	Ornament
Goblin crowd	妖精人群 [yao jing ren qun]	name	object	Goblin crowd
Boxing mat	拳击垫 [quan ji dian]	name	object	Boxing mat
Boxing ring	拳击台 [quan ji tai]	name	object	Boxing ring
Fencing ring	击剑圈 [ji jian quan]	name	object	Fencing ring
Combat ring	战斗戒指 [zhan dou jie zhi]	name	object	Combat ring
Balance beam	平衡木 [ping heng mu]	name	object	Balance beam
Ranging spot	测距点 [ce ju dian]	name	object	Ranging spot
Shoe box	鞋盒 [xie he]	name	object	Shoe box
Oak drawers	橡木抽屉 [xiang mu chou ti]	name	object	Oak drawers
Oak wardrobe	橡木衣柜 [xiang mu yi gui]	name	object	Oak wardrobe
Teak drawers	柚木抽屉 [you mu chou ti]	name	object	Teak drawers
Teak wardrobe	柚木衣柜 [you mu yi gui]	name	object	Teak wardrobe
Mahogany Wardrobe	红木衣柜 [hong mu yi gui]	name	object	Mahogany Wardrobe
Gilded wardrobe	镀金衣柜 [du jin yi gui]	name	object	Gilded wardrobe
Shaving stand	剃须架 [ti xu jia]	name	object	Shaving stand
Symbol of Saradomin	萨拉多明的象征 [sa la duo ming de xiang zheng]	name	object	Symbol of Saradomin
Symbol of Zamorak	萨莫拉克的象征 [sa mo la ke de xiang zheng]	name	object	Symbol of Zamorak
Symbol of Guthix	古斯克斯的象征 [gu si ke si de xiang zheng]	name	object	Symbol of Guthix
Icon of Saradomin	萨拉多明的图标 [sa la duo ming de tu biao]	name	object	Icon of Saradomin
Icon of Zamorak	萨莫拉克的图标 [sa mo la ke de tu biao]	name	object	Icon of Zamorak
Icon of Guthix	古蒂克斯的图标 [gu di ke si de tu biao]	name	object	Icon of Guthix
Icon of Bob	鲍勃的图标 [bao bo de tu biao]	name	object	Icon of Bob
Incense burner	香炉 [xiang lu]	name	object	Incense burner
Windchimes	风铃 [feng ling]	name	object	Windchimes
Bells	钟声 [zhong sheng]	name	object	Bells
Organ	器官 [qi guan]	name	object	Organ
Shuttered window	百叶窗 [bai ye chuang]	name	object	Shuttered window
Decorative window	装饰窗 [zhuang shi chuang]	name	object	Decorative window
Stained-glass window	彩色玻璃窗 [cai se bo li chuang]	name	object	Stained-glass window
Wooden crate	木箱 [mu xiang]	name	object	Wooden crate
Oak chest	橡木箱 [xiang mu xiang]	name	object	Oak chest
Teak chest	柚木箱 [you mu xiang]	name	object	Teak chest
Mahogany chest	桃花心木箱 [tao hua xin mu xiang]	name	object	Mahogany chest
Magic chest	魔法宝箱 [mo fa bao xiang]	name	object	Magic chest
Wooden table	木桌 [mu zhuo]	name	object	Wooden table
Oak table	橡木桌 [xiang mu zhuo]	name	object	Oak table
Mahogany table	红木桌 [hong mu zhuo]	name	object	Mahogany table
Opulent table	华丽的桌子 [hua li de zhuo zi]	name	object	Opulent table
Wooden bench	板凳 [ban deng]	name	object	Wooden bench
Oak bench	橡木长凳 [xiang mu zhang deng]	name	object	Oak bench
Carved oak bench	雕花橡木长凳 [diao hua xiang mu zhang deng]	name	object	Carved oak bench
Teak bench	柚木长凳 [you mu zhang deng]	name	object	Teak bench
Carved teak bench	雕花柚木长凳 [diao hua you mu zhang deng]	name	object	Carved teak bench
Mahogany bench	红木长凳 [hong mu zhang deng]	name	object	Mahogany bench
Gilded bench	镀金长凳 [du jin zhang deng]	name	object	Gilded bench
Rope bell-pull	绳索拉铃 [sheng suo la ling]	name	object	Rope bell-pull
Bell-pull	拉铃式 [la ling shi]	name	object	Bell-pull
Posh bell-pull	豪华拉铃 [hao hua la ling]	name	object	Posh bell-pull
Blood	血 [xue]	name	object	Blood
Slimy water	粘稠的水 [nian chou de shui]	name	object	Slimy water
Spikes	鞋钉 [xie ding]	name	object	Spikes
Candle	蜡烛 [la zhu]	name	object	Candle
Skull	颅骨 [lu gu]	name	object	Skull
Spike trap	尖刺陷阱 [jian ci xian jing]	name	object	Spike trap
Man trap	男人陷阱 [nan ren xian jing]	name	object	Man trap
Tangle vine	缠结藤 [chan jie teng]	name	object	Tangle vine
Marble trap	大理石陷阱 [da li shi xian jing]	name	object	Marble trap
Teleport trap	传送陷阱 [chuan song xian jing]	name	object	Teleport trap
Spike hidden	尖峰隐藏 [jian feng yin cang]	name	object	Spike hidden
Man hidden	男人隐藏 [nan ren yin cang]	name	object	Man hidden
Tangle hidden	纠结隐藏 [jiu jie yin cang]	name	object	Tangle hidden
Marble hidden	大理石隐藏 [da li shi yin cang]	name	object	Marble hidden
Teleport hidden	传送隐藏 [chuan song yin cang]	name	object	Teleport hidden
Guard dog	看门狗 [kan men gou]	name	object	Guard dog
Hobgoblin	妖精 [yao jing]	name	object	Hobgoblin
Troll	巨魔 [ju mo]	name	object	Troll
Huge Spider	巨大的蜘蛛 [ju da de zhi zhu]	name	object	Huge Spider
Baby red dragon	红龙宝宝 [hong long bao bao]	name	object	Baby red dragon
Rocnar	罗克纳尔 [luo ke na er]	name	object	Rocnar
Kalphite Soldier	卡法特士兵 [ka fa te shi bing]	name	object	Kalphite Soldier
Steel dragon	钢龙 [gang long]	name	object	Steel dragon
Dagannoth	达甘诺斯 [da gan nuo si]	name	object	Dagannoth
Tok-Xil	托克西里 [tuo ke xi li]	name	object	Tok-Xil
Demon	恶魔 [e mo]	name	object	Demon
Treasure Hunt Fairy House	寻宝童话屋 [xun bao tong hua wu]	name	object	Treasure Hunt Fairy House
Glove Rack	手套架 [shou tao jia]	name	object	Glove Rack
Weapons Rack	武器架 [wu qi jia]	name	object	Weapons Rack
Oak prize chest	橡木奖品箱 [xiang mu jiang pin xiang]	name	object	Oak prize chest
Teak prize chest	柚木奖品箱 [you mu jiang pin xiang]	name	object	Teak prize chest
Mahogany prize chest	桃花心木奖品箱 [tao hua xin mu jiang pin xiang]	name	object	Mahogany prize chest
Jacky Jester	杰基·杰斯特 [jie ji · jie si te]	name	object	Jacky Jester
Attack stone	攻击石 [gong ji shi]	name	object	Attack stone
Elemental balance	元素平衡 [yuan su ping heng]	name	object	Elemental balance
Stick	戳 [chuo]	name	object	Stick
Stick and hoop	棍子和箍 [gun zi he gu]	name	object	Stick and hoop
Dartboard	飞镖盘 [fei biao pan]	name	object	Dartboard
Archery target	射箭靶 [she jian ba]	name	object	Archery target
Hangman game	刽子手游戏 [gui zi shou you xi]	name	object	Hangman game
Shayzien banner	沙伊恩旗帜 [sha yi en qi zhi]	name	object	Shayzien banner
Shayzien snapped banner	Shayzien 折断横幅 [Shayzien  zhe duan heng fu]	name	object	Shayzien snapped banner
Gabion defence	石笼网防御 [shi long wang fang yu]	name	object	Gabion defence
Spike defence	尖峰防御 [jian feng fang yu]	name	object	Spike defence
Table blockade	表封锁 [biao feng suo]	name	object	Table blockade
Kourend sigil	库伦德印记 [ku lun de yin ji]	name	object	Kourend sigil
Tekton's journal	泰克顿的日记 [tai ke dun de ri ji]	name	object	Tekton's journal
Transdimensional notes	跨维度笔记 [kua wei du bi ji]	name	object	Transdimensional notes
Vanguard Judgement	先锋审判 [xian feng shen pan]	name	object	Vanguard Judgement
Houndmaster's Diary	训犬师的日记 [xun quan shi de ri ji]	name	object	Houndmaster's Diary
Mithril armour	秘银盔甲 [mi yin kui jia]	name	object	Mithril armour
Adamant armour	精金铠甲 [jing jin kai jia]	name	object	Adamant armour
Rune armour	符文盔甲 [fu wen kui jia]	name	object	Rune armour
Red Castlewars armour	城堡战争红色盔甲 [cheng bao zhan zheng hong se kui jia]	name	object	Red Castlewars armour
White Castlewars armour	白色城堡战争盔甲 [bai se cheng bao zhan zheng kui jia]	name	object	White Castlewars armour
Gold Castlewars armour	城堡战争黄金盔甲 [cheng bao zhan zheng huang jin kui jia]	name	object	Gold Castlewars armour
Rune display case	符文展示柜 [fu wen zhan shi gui]	name	object	Rune display case
Desert painting	沙漠画 [sha mo hua]	name	object	Desert painting
Isafdar painting	伊萨夫达尔绘画 [yi sa fu da er hui hua]	name	object	Isafdar painting
Karamja painting	卡拉姆贾绘画 [ka la mu jia hui hua]	name	object	Karamja painting
Lumbridge painting	伦布里奇绘画 [lun bu li qi hui hua]	name	object	Lumbridge painting
Morytania painting	莫里塔尼亚绘画 [mo li ta ni ya hui hua]	name	object	Morytania painting
Silverlight	银光 [yin guang]	name	object	Silverlight
Darklight	暗光 [an guang]	name	object	Darklight
Excalibur	神剑 [shen jian]	name	object	Excalibur
Anti-Dragon Breath Shield	抗龙息盾 [kang long xi dun]	name	object	Anti-Dragon Breath Shield
Amulet of Glory	荣耀护身符 [rong yao hu shen fu]	name	object	Amulet of Glory
Cape of Legends	传奇斗篷 [chuan qi dou peng]	name	object	Cape of Legends
Map	地图 [di tu]	name	object	Map
Firepit	火坑 [huo keng]	name	object	Firepit
Firepit with hook	带挂钩的壁炉 [dai gua gou de bi lu]	name	object	Firepit with hook
Firepit with pot	带锅的火坑 [dai guo de huo keng]	name	object	Firepit with pot
Small oven	小烤箱 [xiao kao xiang]	name	object	Small oven
Small Oven	小烤箱 [xiao kao xiang]	name	object	Small Oven
Large oven	大烤箱 [da kao xiang]	name	object	Large oven
Steel range	钢种范围 [gang zhong fan wei]	name	object	Steel range
Fancy range	花式系列 [hua shi xi lie]	name	object	Fancy range
Pump and drain	泵和排水 [beng he pai shui]	name	object	Pump and drain
Pump and tub	泵和浴缸 [beng he yu gang]	name	object	Pump and tub
Beer barrel	啤酒桶 [pi jiu tong]	name	object	Beer barrel
Cider barrel	苹果酒桶 [ping guo jiu tong]	name	object	Cider barrel
Asgarnian ale	阿斯加尼亚艾尔啤酒 [a si jia ni ya ai er pi jiu]	name	object	Asgarnian ale
Greenman's ale	格林曼啤酒 [ge lin man pi jiu]	name	object	Greenman's ale
Dragon bitter	龙苦 [long ku]	name	object	Dragon bitter
Pet blanket	宠物毯 [chong wu tan]	name	object	Pet blanket
Pet basket	宠物篮 [chong wu lan]	name	object	Pet basket
Patched wall	修补墙 [xiu bu qiang]	name	object	Patched wall
Junk	垃圾 [la ji]	name	object	Junk
Fishing weights	钓鱼配重 [diao yu pei zhong]	name	object	Fishing weights
Metal Press	金属冲压机 [jin shu chong ya ji]	name	object	Metal Press
Firebox	火箱 [huo xiang]	name	object	Firebox
Rack of barrels	桶架 [tong jia]	name	object	Rack of barrels
Large Barrel	大桶 [da tong]	name	object	Large Barrel
Barrow	巴罗 [ba luo]	name	object	Barrow
Herman's desk	赫尔曼的办公桌 [he er man de ban gong zhuo]	name	object	Herman's desk
Net	网 [wang]	name	object	Net
Lumbridge Portal	朗布里奇门户网站 [lang bu li qi men hu wang zhan]	name	object	Lumbridge Portal
Falador Portal	法拉多门户 [fa la duo men hu]	name	object	Falador Portal
Ardougne Portal	阿杜涅门户 [a du nie men hu]	name	object	Ardougne Portal
Portal frame	门架 [men jia]	name	object	Portal frame
Scrying pool	占卜池 [zhan bu chi]	name	object	Scrying pool
Teleportation focus	传送焦点 [chuan song jiao dian]	name	object	Teleportation focus
Greater teleport focus	更大的传送焦点 [geng da de chuan song jiao dian]	name	object	Greater teleport focus
Globe	地球 [di qiu]	name	object	Globe
Ornamental globe	观赏地球仪 [guan shang di qiu yi]	name	object	Ornamental globe
Lunar globe	月球地球仪 [yue qiu di qiu yi]	name	object	Lunar globe
Celestial globe	浑天仪 [hun tian yi]	name	object	Celestial globe
Armillary sphere	浑天仪 [hun tian yi]	name	object	Armillary sphere
Small orrery	小太阳仪 [xiao tai yang yi]	name	object	Small orrery
Large orrery	大型太阳仪 [da xing tai yang yi]	name	object	Large orrery
Elemental sphere	元素球体 [yuan su qiu ti]	name	object	Elemental sphere
Crystal of power	力量水晶 [li liang shui jing]	name	object	Crystal of power
Alchemical chart	炼金图 [lian jin tu]	name	object	Alchemical chart
Astronomical chart	天文图 [tian wen tu]	name	object	Astronomical chart
Infernal chart	地狱图 [di yu tu]	name	object	Infernal chart
Steel cage	钢保持架 [gang bao chi jia]	name	object	Steel cage
Greater magic circle	更大的魔法阵 [geng da de mo fa zhen]	name	object	Greater magic circle
Floor decoration	地板装修 [di ban zhuang xiu]	name	object	Floor decoration
Hanging	绞刑 [jiao xing]	name	object	Hanging
Decoration	装饰 [zhuang shi]	name	object	Decoration
Window space	窗户空间 [chuang hu kong jian]	name	object	Window space
Round shield	圆盾 [yuan dun]	name	object	Round shield
Kite shield	风筝盾 [feng zheng dun]	name	object	Kite shield
Square shield	方盾 [fang dun]	name	object	Square shield
Mahogany wall decoration	红木墙面装饰 [hong mu qiang mian zhuang shi]	name	object	Mahogany wall decoration
Oak wall decoration	橡木墙面装饰 [xiang mu qiang mian zhuang shi]	name	object	Oak wall decoration
Teak wall decoration	柚木墙面装饰 [you mu qiang mian zhuang shi]	name	object	Teak wall decoration
Path	小路 [xiao lu]	name	object	Path
Partially broken bridge	部分断桥 [bu fen duan qiao]	name	object	Partially broken bridge
Slightly broken bridge	桥有轻微破损 [qiao you qing wei po sun]	name	object	Slightly broken bridge
Fixed bridge	固定桥 [gu ding qiao]	name	object	Fixed bridge
Bog	沼泽 [zhao ze]	name	object	Bog
Spiny bush	多刺灌木 [duo ci guan mu]	name	object	Spiny bush
Ripples	涟漪 [lian yi]	name	object	Ripples
Swamp tree	沼泽树 [zhao ze shu]	name	object	Swamp tree
Swamp tree branch	沼泽树枝 [zhao ze shu zhi]	name	object	Swamp tree branch
Backpack	背包 [bei bao]	name	object	Backpack
Black hole	黑洞 [hei dong]	name	object	Black hole
Confusing door	迷惑门 [mi huo men]	name	object	Confusing door
Hope bridge	希望桥 [xi wang qiao]	name	object	Hope bridge
Rift	裂痕 [lie hen]	name	object	Rift
Weapon rack	武器架 [wu qi jia]	name	object	Weapon rack
Pot-boiler	锅式锅炉 [guo shi guo lu]	name	object	Pot-boiler
Wish-list	愿望清单 [yuan wang qing dan]	name	object	Wish-list
Massive ribs	巨大的肋骨 [ju da de lei gu]	name	object	Massive ribs
Box of bones	骨头盒 [gu tou he]	name	object	Box of bones
Fishing Contest Banner	钓鱼比赛横幅 [diao yu bi sai heng fu]	name	object	Fishing Contest Banner
Bonzo's Table	邦佐的桌子 [bang zuo de zhuo zi]	name	object	Bonzo's Table
Embers	余烬 [yu jin]	name	object	Embers
Olaf's boat	奥拉夫的船 [ao la fu de chuan]	name	object	Olaf's boat
Driftwood	浮木 [fu mu]	name	object	Driftwood
Broken bars	断条 [duan tiao]	name	object	Broken bars
Sewage water	污水 [wu shui]	name	object	Sewage water
Food Pile	食物堆 [shi wu dui]	name	object	Food Pile
Lander boat	登陆艇 [deng lu ting]	name	object	Lander boat
Lander hatch	着陆器舱口 [zhuo lu qi cang kou]	name	object	Lander hatch
Cable	电缆 [dian lan]	name	object	Cable
Clothes line	晾衣绳 [liang yi sheng]	name	object	Clothes line
Gas bubble	气泡 [qi pao]	name	object	Gas bubble
Wilderness Sign	荒野标志 [huang ye biao zhi]	name	object	Wilderness Sign
Creeper	苦力怕 [ku li pa]	name	object	Creeper
Edge	边缘 [bian yuan]	name	object	Edge
Bunk bed	双层床 [shuang ceng chuang]	name	object	Bunk bed
Trunk	树干 [shu gan]	name	object	Trunk
Locker	储物柜 [chu wu gui]	name	object	Locker
Saradomin star	萨拉多明星 [sa la duo ming xing]	name	object	Saradomin star
Sand pit	沙坑 [sha keng]	name	object	Sand pit
Pole-vault	撑竿跳高 [cheng gan tiao gao]	name	object	Pole-vault
Flax	亚麻 [ya ma]	name	object	Flax
Guild Door	公会门 [gong hui men]	name	object	Guild Door
Sand	沙 [sha]	name	object	Sand
Monkeybars	猴棒 [hou bang]	name	object	Monkeybars
Drying line	烘干线 [hong gan xian]	name	object	Drying line
Strange shrine	奇怪的神社 [qi guai de shen she]	name	object	Strange shrine
Pile of fish	一堆鱼 [yi dui yu]	name	object	Pile of fish
Water Source	水源 [shui yuan]	name	object	Water Source
Picnic table	野餐桌 [ye can zhuo]	name	object	Picnic table
Weedy patch	杂草丛生的补丁 [za cao cong sheng de bu ding]	name	object	Weedy patch
Dry patch	干斑 [gan ban]	name	object	Dry patch
Barren patch	荒芜的土地 [huang wu de tu di]	name	object	Barren patch
Dyed fabric	色织布 [se zhi bu]	name	object	Dyed fabric
Steam Vent	蒸汽口 [zheng qi kou]	name	object	Steam Vent
Ropeswing	绳索秋千 [sheng suo qiu qian]	name	object	Ropeswing
Engine Platform	发动机平台 [fa dong ji ping tai]	name	object	Engine Platform
Lift Engine	电梯发动机 [dian ti fa dong ji]	name	object	Lift Engine
Broken Scaffold	破损的脚手架 [po sun de jiao shou jia]	name	object	Broken Scaffold
Lift Platform	升降平台 [sheng jiang ping tai]	name	object	Lift Platform
Treasure space	宝藏空间 [bao zang kong jian]	name	object	Treasure space
Monster space	怪物空间 [guai wu kong jian]	name	object	Monster space
Decoration space	装修空间 [zhuang xiu kong jian]	name	object	Decoration space
Bed space	床位空间 [chuang wei kong jian]	name	object	Bed space
Wardrobe space	衣柜空间 [yi gui kong jian]	name	object	Wardrobe space
Dresser space	梳妆台空间 [shu zhuang tai kong jian]	name	object	Dresser space
Corner space	转角空间 [zhuan jiao kong jian]	name	object	Corner space
Icon space	图标空间 [tu biao kong jian]	name	object	Icon space
Altar space	祭坛空间 [ji tan kong jian]	name	object	Altar space
Lamp space	灯空间 [deng kong jian]	name	object	Lamp space
Statue space	雕像空间 [diao xiang kong jian]	name	object	Statue space
Musical space	音乐空间 [yin yue kong jian]	name	object	Musical space
Combat ring space	战环空间 [zhan huan kong jian]	name	object	Combat ring space
Storage space	储物空间 [chu wu kong jian]	name	object	Storage space
Table space	表空间 [biao kong jian]	name	object	Table space
Seating space	座位空间 [zuo wei kong jian]	name	object	Seating space
Bell pull space	铃拉空间 [ling la kong jian]	name	object	Bell pull space
Door hotspot	门热点 [men re dian]	name	object	Door hotspot
Guard space	守护空间 [shou hu kong jian]	name	object	Guard space
Trap space	陷阱空间 [xian jing kong jian]	name	object	Trap space
Door space	门空间 [men kong jian]	name	object	Door space
Lighting space	照明空间 [zhao ming kong jian]	name	object	Lighting space
Game space	游戏空间 [you xi kong jian]	name	object	Game space
Prize chest space	奖品箱空间 [jiang pin xiang kong jian]	name	object	Prize chest space
Stone space	石空间 [shi kong jian]	name	object	Stone space
Elemental balance space	元素平衡空间 [yuan su ping heng kong jian]	name	object	Elemental balance space
Ranging game space	测距游戏空间 [ce ju you xi kong jian]	name	object	Ranging game space
Floor space mid	占地面积中 [zhan di mian ji zhong]	name	object	Floor space mid
Floor space side	占地面积侧 [zhan di mian ji ce]	name	object	Floor space side
Floor space corner	楼层空间一角 [lou ceng kong jian yi jiao]	name	object	Floor space corner
Floor space	占地面积 [zhan di mian ji]	name	object	Floor space
Prison space	监狱空间 [jian yu kong jian]	name	object	Prison space
Ladder space	阶梯空间 [jie ti kong jian]	name	object	Ladder space
Centrepiece space	中心装饰空间 [zhong xin zhuang shi kong jian]	name	object	Centrepiece space
Big Tree space	大树空间 [da shu kong jian]	name	object	Big Tree space
Tree space	树空间 [shu kong jian]	name	object	Tree space
Big Plant space 1	大厂房空间1 [da chang fang kong jian 1]	name	object	Big Plant space 1
