english	translation	category	sub_category	source
Decorative armour		name	item	Decorative armour
Decorative helm		name	item	Decorative helm
Decorative shield		name	item	Decorative shield
Damp tinderbox		name	item	Damp tinderbox
Glowing fungus		name	item	Glowing fungus
Crystal-mine key		name	item	Crystal-mine key
Zealot's key		name	item	Zealot's key
Yo-yo		name	item	Yo-yo
Salve amulet		name	item	Salve amulet
Salve shard		name	item	Salve shard
Sled		name	item	Sled
Wax		name	item	Wax
Trollweiss		name	item	Trollweiss
Dragon platelegs		name	item	Dragon platelegs
Mystic hat		name	item	Mystic hat
Mystic robe top		name	item	Mystic robe top
Mystic robe bottom		name	item	Mystic robe bottom
Mystic gloves		name	item	Mystic gloves
Mystic boots		name	item	Mystic boots
Mystic hat (dark)		name	item	Mystic hat (dark)
Mystic robe top (dark)		name	item	Mystic robe top (dark)
Mystic robe bottom (dark)		name	item	Mystic robe bottom (dark)
Mystic gloves (dark)		name	item	Mystic gloves (dark)
Mystic boots (dark)		name	item	Mystic boots (dark)
Mystic hat (light)		name	item	Mystic hat (light)
Mystic robe top (light)		name	item	Mystic robe top (light)
Mystic robe bottom (light)		name	item	Mystic robe bottom (light)
Mystic gloves (light)		name	item	Mystic gloves (light)
Mystic boots (light)		name	item	Mystic boots (light)
Bronze boots		name	item	Bronze boots
Iron boots		name	item	Iron boots
Steel boots		name	item	Steel boots
Black boots		name	item	Black boots
Mithril boots		name	item	Mithril boots
Adamant boots		name	item	Adamant boots
Rune boots		name	item	Rune boots
Crawling hand		name	item	Crawling hand
Cave crawler		name	item	Cave crawler
Banshee		name	item	Banshee
Rockslug		name	item	Rockslug
Cockatrice		name	item	Cockatrice
Pyrefiend		name	item	Pyrefiend
Basilisk		name	item	Basilisk
Infernal mage		name	item	Infernal mage
Bloodveld		name	item	Bloodveld
Jelly		name	item	Jelly
Turoth		name	item	Turoth
Aberrant spectre		name	item	Aberrant spectre
Dust devil		name	item	Dust devil
Kurask		name	item	Kurask
Gargoyle		name	item	Gargoyle
Nechryael		name	item	Nechryael
Abyssal demon		name	item	Abyssal demon
Broad arrows		name	item	Broad arrows
Abyssal whip		name	item	Abyssal whip
Granite maul		name	item	Granite maul
Enchanted gem		name	item	Enchanted gem
Mirror shield		name	item	Mirror shield
Leaf-bladed spear		name	item	Leaf-bladed spear
Bag of salt		name	item	Bag of salt
Rock hammer		name	item	Rock hammer
Facemask		name	item	Facemask
Earmuffs		name	item	Earmuffs
Nose peg		name	item	Nose peg
Slayer's staff		name	item	Slayer's staff
Stick		name	item	Stick
Mouth grip		name	item	Mouth grip
Star amulet		name	item	Star amulet
Cavern key		name	item	Cavern key
Tower key		name	item	Tower key
Shed key		name	item	Shed key
Marble amulet		name	item	Marble amulet
Obsidian amulet		name	item	Obsidian amulet
Garden cane		name	item	Garden cane
Garden brush		name	item	Garden brush
Extended brush		name	item	Extended brush
Torso		name	item	Torso
Arms		name	item	Arms
Legs		name	item	Legs
Decapitated head		name	item	Decapitated head
Pickled brain		name	item	Pickled brain
Conductor mould		name	item	Conductor mould
Conductor		name	item	Conductor
Ring of charos		name	item	Ring of charos
Letter		name	item	Letter
Consecration seed		name	item	Consecration seed
Crystal weapon seed		name	item	Crystal weapon seed
Cadarn lineage		name	item	Cadarn lineage
Elf crystal		name	item	Elf crystal
New crystal bow		name	item	New crystal bow
Crystal bow full		name	item	Crystal bow full
Crystal bow 9/10		name	item	Crystal bow 9/10
Crystal bow 8/10		name	item	Crystal bow 8/10
Crystal bow 7/10		name	item	Crystal bow 7/10
Crystal bow 6/10		name	item	Crystal bow 6/10
Crystal bow 5/10		name	item	Crystal bow 5/10
Crystal bow 4/10		name	item	Crystal bow 4/10
Crystal bow 3/10		name	item	Crystal bow 3/10
Crystal bow 2/10		name	item	Crystal bow 2/10
Crystal bow 1/10		name	item	Crystal bow 1/10
New crystal shield		name	item	New crystal shield
Crystal shield full		name	item	Crystal shield full
Crystal shield 9/10		name	item	Crystal shield 9/10
Crystal shield 8/10		name	item	Crystal shield 8/10
Crystal shield 7/10		name	item	Crystal shield 7/10
Crystal shield 6/10		name	item	Crystal shield 6/10
Crystal shield 5/10		name	item	Crystal shield 5/10
Crystal shield 4/10		name	item	Crystal shield 4/10
Crystal shield 3/10		name	item	Crystal shield 3/10
Crystal shield 2/10		name	item	Crystal shield 2/10
Crystal shield 1/10		name	item	Crystal shield 1/10
Signed oak bow		name	item	Signed oak bow
Nettle-water		name	item	Nettle-water
Puddle of slime		name	item	Puddle of slime
Nettle tea		name	item	Nettle tea
Nettles		name	item	Nettles
Porcelain cup		name	item	Porcelain cup
Mystical robes		name	item	Mystical robes
Book of haricanto		name	item	Book of haricanto
Translation manual		name	item	Translation manual
Ectophial		name	item	Ectophial
Model ship		name	item	Model ship
Bonemeal		name	item	Bonemeal
Bat bonemeal		name	item	Bat bonemeal
Big bonemeal		name	item	Big bonemeal
Burnt bonemeal		name	item	Burnt bonemeal
Burnt jogre bonemeal		name	item	Burnt jogre bonemeal
Baby dragon bonemeal		name	item	Baby dragon bonemeal
Dragon bonemeal		name	item	Dragon bonemeal
Wolf bonemeal		name	item	Wolf bonemeal
Small ninja bonemeal		name	item	Small ninja bonemeal
Medium ninja bonemeal		name	item	Medium ninja bonemeal
Gorilla bonemeal		name	item	Gorilla bonemeal
Bearded gorilla bonemeal		name	item	Bearded gorilla bonemeal
Monkey bonemeal		name	item	Monkey bonemeal
Small zombie monkey bonemeal		name	item	Small zombie monkey bonemeal
Large zombie monkey bonemeal		name	item	Large zombie monkey bonemeal
Skeleton bonemeal		name	item	Skeleton bonemeal
Jogre bonemeal		name	item	Jogre bonemeal
Map scrap		name	item	Map scrap
Treasure map		name	item	Treasure map
Ecto-token		name	item	Ecto-token
Petition form		name	item	Petition form
Bedsheet		name	item	Bedsheet
Bucket of slime		name	item	Bucket of slime
Female h.a.m.		name	item	Female h.a.m.
Male h.a.m.		name	item	Male h.a.m.
Ham shirt		name	item	Ham shirt
Ham robe		name	item	Ham robe
Ham hood		name	item	Ham hood
Ham cloak		name	item	Ham cloak
Ham logo		name	item	Ham logo
Ham gloves		name	item	Ham gloves
Ham boots		name	item	Ham boots
Crystal singing for beginners		name	item	Crystal singing for beginners
Team-1 cape		name	item	Team-1 cape
Team-2 cape		name	item	Team-2 cape
Team-3 cape		name	item	Team-3 cape
Team-4 cape		name	item	Team-4 cape
Team-5 cape		name	item	Team-5 cape
Team-6 cape		name	item	Team-6 cape
Team-7 cape		name	item	Team-7 cape
Team-8 cape		name	item	Team-8 cape
Team-9 cape		name	item	Team-9 cape
Team-10 cape		name	item	Team-10 cape
Team-11 cape		name	item	Team-11 cape
Team-12 cape		name	item	Team-12 cape
Team-13 cape		name	item	Team-13 cape
Team-14 cape		name	item	Team-14 cape
Team-15 cape		name	item	Team-15 cape
Team-16 cape		name	item	Team-16 cape
Team-17 cape		name	item	Team-17 cape
Team-18 cape		name	item	Team-18 cape
Team-19 cape		name	item	Team-19 cape
Team-20 cape		name	item	Team-20 cape
Team-21 cape		name	item	Team-21 cape
Team-22 cape		name	item	Team-22 cape
Team-23 cape		name	item	Team-23 cape
Team-24 cape		name	item	Team-24 cape
Team-25 cape		name	item	Team-25 cape
Team-26 cape		name	item	Team-26 cape
Team-27 cape		name	item	Team-27 cape
Team-28 cape		name	item	Team-28 cape
Team-29 cape		name	item	Team-29 cape
Team-30 cape		name	item	Team-30 cape
Team-31 cape		name	item	Team-31 cape
Team-32 cape		name	item	Team-32 cape
Team-33 cape		name	item	Team-33 cape
Team-34 cape		name	item	Team-34 cape
Team-35 cape		name	item	Team-35 cape
Team-36 cape		name	item	Team-36 cape
Team-37 cape		name	item	Team-37 cape
Team-38 cape		name	item	Team-38 cape
Team-39 cape		name	item	Team-39 cape
Team-40 cape		name	item	Team-40 cape
Team-41 cape		name	item	Team-41 cape
Team-42 cape		name	item	Team-42 cape
Team-43 cape		name	item	Team-43 cape
Team-44 cape		name	item	Team-44 cape
Team-45 cape		name	item	Team-45 cape
Team-46 cape		name	item	Team-46 cape
Team-47 cape		name	item	Team-47 cape
Team-48 cape		name	item	Team-48 cape
Team-49 cape		name	item	Team-49 cape
Team-50 cape		name	item	Team-50 cape
Blunt axe		name	item	Blunt axe
Herbal tincture		name	item	Herbal tincture
Guthix rest(4)		name	item	Guthix rest(4)
Guthix rest(3)		name	item	Guthix rest(3)
Guthix rest(2)		name	item	Guthix rest(2)
Guthix rest(1)		name	item	Guthix rest(1)
Stodgy mattress		name	item	Stodgy mattress
Comfy mattress		name	item	Comfy mattress
Iron oxide		name	item	Iron oxide
Animate rock scroll		name	item	Animate rock scroll
Broken vane part		name	item	Broken vane part
Directionals		name	item	Directionals
Ornament		name	item	Ornament
Weathervane pillar		name	item	Weathervane pillar
Weather report		name	item	Weather report
Airtight pot		name	item	Airtight pot
Unfired pot lid		name	item	Unfired pot lid
Pot lid		name	item	Pot lid
Breathing salts		name	item	Breathing salts
Chicken cage		name	item	Chicken cage
Sharpened axe		name	item	Sharpened axe
Red mahogany log		name	item	Red mahogany log
Steel key ring		name	item	Steel key ring
Antique lamp		name	item	Antique lamp
Bowl of hot water		name	item	Bowl of hot water
Cup of water		name	item	Cup of water
Cup of hot water		name	item	Cup of hot water
Ruined herb tea		name	item	Ruined herb tea
Herb tea mix		name	item	Herb tea mix
Safety guarantee		name	item	Safety guarantee
White pearl		name	item	White pearl
White pearl seed		name	item	White pearl seed
Half a rock		name	item	Half a rock
Corpse of woman		name	item	Corpse of woman
Asleif's necklace		name	item	Asleif's necklace
Mud		name	item	Mud
Muddy rock		name	item	Muddy rock
Pole		name	item	Pole
Broken pole		name	item	Broken pole
Bearhead		name	item	Bearhead
Castlewars hood		name	item	Castlewars hood
Castlewars cloak		name	item	Castlewars cloak
Giant frog legs		name	item	Giant frog legs
Swamp wallbeast		name	item	Swamp wallbeast
Swamp cave slime		name	item	Swamp cave slime
Swamp cave bug		name	item	Swamp cave bug
Oil lamp		name	item	Oil lamp
Empty oil lamp		name	item	Empty oil lamp
Empty candle lantern		name	item	Empty candle lantern
Candle lantern		name	item	Candle lantern
Empty oil lantern		name	item	Empty oil lantern
Oil lantern		name	item	Oil lantern
Oil lantern frame		name	item	Oil lantern frame
Lantern lens		name	item	Lantern lens
Bullseye lantern (unf)		name	item	Bullseye lantern (unf)
Bullseye lantern (empty)		name	item	Bullseye lantern (empty)
Bullseye lantern		name	item	Bullseye lantern
Spiny helmet		name	item	Spiny helmet
Blue sweets		name	item	Blue sweets
Deep blue sweets		name	item	Deep blue sweets
White sweets		name	item	White sweets
Purple sweets		name	item	Purple sweets
Red sweets		name	item	Red sweets
Green sweets		name	item	Green sweets
Pink sweets		name	item	Pink sweets
Easter basket		name	item	Easter basket
Rubber chicken		name	item	Rubber chicken
Gold helmet		name	item	Gold helmet
Dwarven lore		name	item	Dwarven lore
Book page 1		name	item	Book page 1
Book page 2		name	item	Book page 2
Book page 3		name	item	Book page 3
Pages		name	item	Pages
Base schematics		name	item	Base schematics
Schematic		name	item	Schematic
Schematics		name	item	Schematics
Cannon ball		name	item	Cannon ball
Black spear		name	item	Black spear
Black spear(p)		name	item	Black spear(p)
Black spear(kp)		name	item	Black spear(kp)
Dragon plateskirt		name	item	Dragon plateskirt
Dragon scimitar		name	item	Dragon scimitar
Keys		name	item	Keys
Jewels		name	item	Jewels
Kharidian headpiece		name	item	Kharidian headpiece
Fake beard		name	item	Fake beard
Karidian disguise		name	item	Karidian disguise
Note		name	item	Note
Oak blackjack		name	item	Oak blackjack
Willow blackjack		name	item	Willow blackjack
Ugthanki dung		name	item	Ugthanki dung
Receipt		name	item	Receipt
Hag's poison		name	item	Hag's poison
Snake charm		name	item	Snake charm
Snake basket		name	item	Snake basket
Snake basket full		name	item	Snake basket full
Super kebab		name	item	Super kebab
Red hot sauce		name	item	Red hot sauce
Desert disguise		name	item	Desert disguise
Spinning plate		name	item	Spinning plate
Broken plate		name	item	Broken plate
Varmen's notes		name	item	Varmen's notes
Display cabinet key		name	item	Display cabinet key
Statuette		name	item	Statuette
Strange implement		name	item	Strange implement
Black mushroom		name	item	Black mushroom
Phoenix feather		name	item	Phoenix feather
Black dye		name	item	Black dye
Phoenix quill pen		name	item	Phoenix quill pen
Golem program		name	item	Golem program
Bandit		name	item	Bandit
Bandit's brew		name	item	Bandit's brew
Fire		name	item	Fire
Etchings		name	item	Etchings
Translation		name	item	Translation
Warm key		name	item	Warm key
Ring of visibility		name	item	Ring of visibility
Blessed pot		name	item	Blessed pot
Garlic powder		name	item	Garlic powder
Blood diamond		name	item	Blood diamond
Ice diamond		name	item	Ice diamond
Smoke diamond		name	item	Smoke diamond
Shadow diamond		name	item	Shadow diamond
Gilded cross		name	item	Gilded cross
Ancient staff		name	item	Ancient staff
Catspeak amulet		name	item	Catspeak amulet
Canopic jar		name	item	Canopic jar
Linen		name	item	Linen
Embalming manual		name	item	Embalming manual
Bucket of sap		name	item	Bucket of sap
Pile of salt		name	item	Pile of salt
Sphinx's token		name	item	Sphinx's token
Gold leaf		name	item	Gold leaf
Bucket of saltwater		name	item	Bucket of saltwater
Steam rune		name	item	Steam rune
Mist rune		name	item	Mist rune
Dust rune		name	item	Dust rune
Smoke rune		name	item	Smoke rune
Mud rune		name	item	Mud rune
Lava rune		name	item	Lava rune
Sapphire lantern		name	item	Sapphire lantern
Magic stone		name	item	Magic stone
Stone bowl		name	item	Stone bowl
Crumbling tome		name	item	Crumbling tome
Ahrim's hood		name	item	Ahrim's hood
Ahrim's staff		name	item	Ahrim's staff
Ahrim's robetop		name	item	Ahrim's robetop
Ahrim's robeskirt		name	item	Ahrim's robeskirt
Dharok's helm		name	item	Dharok's helm
Dharok's greataxe		name	item	Dharok's greataxe
Dharok's platebody		name	item	Dharok's platebody
Dharok's platelegs		name	item	Dharok's platelegs
Guthan's helm		name	item	Guthan's helm
Guthan's warspear		name	item	Guthan's warspear
Guthan's platebody		name	item	Guthan's platebody
Guthan's chainskirt		name	item	Guthan's chainskirt
Karil's coif		name	item	Karil's coif
Karil's crossbow		name	item	Karil's crossbow
Karil's leathertop		name	item	Karil's leathertop
Karil's leatherskirt		name	item	Karil's leatherskirt
Bolt rack		name	item	Bolt rack
Torag's helm		name	item	Torag's helm
Torag's hammers		name	item	Torag's hammers
Torag's platebody		name	item	Torag's platebody
Torag's platelegs		name	item	Torag's platelegs
Verac's helm		name	item	Verac's helm
Verac's flail		name	item	Verac's flail
Verac's brassard		name	item	Verac's brassard
Verac's plateskirt		name	item	Verac's plateskirt
Bronze brutal		name	item	Bronze brutal
Iron brutal		name	item	Iron brutal
Steel brutal		name	item	Steel brutal
Black brutal		name	item	Black brutal
Mithril brutal		name	item	Mithril brutal
Adamant brutal		name	item	Adamant brutal
Rune brutal		name	item	Rune brutal
Black prism		name	item	Black prism
Torn page		name	item	Torn page
Ruined backpack		name	item	Ruined backpack
Dragon inn tankard		name	item	Dragon inn tankard
Zogre bones		name	item	Zogre bones
Sithik portrait		name	item	Sithik portrait
Signed portrait		name	item	Signed portrait
Book of portraiture		name	item	Book of portraiture
Ogre artefact		name	item	Ogre artefact
Bronze nails		name	item	Bronze nails
Iron nails		name	item	Iron nails
Black nails		name	item	Black nails
Mithril nails		name	item	Mithril nails
Adamantite nails		name	item	Adamantite nails
Rune nails		name	item	Rune nails
Unstrung comp bow		name	item	Unstrung comp bow
Comp ogre bow		name	item	Comp ogre bow
Book of 'h.a.m'		name	item	Book of 'h.a.m'
Fayrg bones		name	item	Fayrg bones
Raurg bones		name	item	Raurg bones
Ourg bones		name	item	Ourg bones
Strange potion		name	item	Strange potion
Necromancy book		name	item	Necromancy book
Ogre gate key		name	item	Ogre gate key
Relicym's balm(4)		name	item	Relicym's balm(4)
Relicym's balm(3)		name	item	Relicym's balm(3)
Relicym's balm(2)		name	item	Relicym's balm(2)
Relicym's balm(1)		name	item	Relicym's balm(1)
Ogre coffin key		name	item	Ogre coffin key
Zogre bonemeal		name	item	Zogre bonemeal
Fayrg bonemeal		name	item	Fayrg bonemeal
Raurg bonemeal		name	item	Raurg bonemeal
Ourg bonemeal		name	item	Ourg bonemeal
Ahrim's hood 100		name	item	Ahrim's hood 100
Ahrim's hood 75		name	item	Ahrim's hood 75
Ahrim's hood 50		name	item	Ahrim's hood 50
Ahrim's hood 25		name	item	Ahrim's hood 25
Ahrim's hood 0		name	item	Ahrim's hood 0
Ahrim's staff 100		name	item	Ahrim's staff 100
Ahrim's staff 75		name	item	Ahrim's staff 75
Ahrim's staff 50		name	item	Ahrim's staff 50
Ahrim's staff 25		name	item	Ahrim's staff 25
Ahrim's staff 0		name	item	Ahrim's staff 0
Ahrim's robetop 100		name	item	Ahrim's robetop 100
Ahrim's robetop 75		name	item	Ahrim's robetop 75
Ahrim's robetop 50		name	item	Ahrim's robetop 50
Ahrim's robetop 25		name	item	Ahrim's robetop 25
Ahrim's robetop 0		name	item	Ahrim's robetop 0
Ahrim's robeskirt 100		name	item	Ahrim's robeskirt 100
Ahrim's robeskirt 75		name	item	Ahrim's robeskirt 75
Ahrim's robeskirt 50		name	item	Ahrim's robeskirt 50
Ahrim's robeskirt 25		name	item	Ahrim's robeskirt 25
Ahrim's robeskirt 0		name	item	Ahrim's robeskirt 0
Dharok's helm 100		name	item	Dharok's helm 100
Dharok's helm 75		name	item	Dharok's helm 75
Dharok's helm 50		name	item	Dharok's helm 50
Dharok's helm 25		name	item	Dharok's helm 25
Dharok's helm 0		name	item	Dharok's helm 0
Dharok's greataxe 100		name	item	Dharok's greataxe 100
Dharok's greataxe 75		name	item	Dharok's greataxe 75
Dharok's greataxe 50		name	item	Dharok's greataxe 50
Dharok's greataxe 25		name	item	Dharok's greataxe 25
Dharok's greataxe 0		name	item	Dharok's greataxe 0
Dharok's platebody 100		name	item	Dharok's platebody 100
Dharok's platebody 75		name	item	Dharok's platebody 75
Dharok's platebody 50		name	item	Dharok's platebody 50
Dharok's platebody 25		name	item	Dharok's platebody 25
Dharok's platebody 0		name	item	Dharok's platebody 0
Dharok's platelegs 100		name	item	Dharok's platelegs 100
Dharok's platelegs 75		name	item	Dharok's platelegs 75
Dharok's platelegs 50		name	item	Dharok's platelegs 50
Dharok's platelegs 25		name	item	Dharok's platelegs 25
Dharok's platelegs 0		name	item	Dharok's platelegs 0
Guthan's helm 100		name	item	Guthan's helm 100
Guthan's helm 75		name	item	Guthan's helm 75
Guthan's helm 50		name	item	Guthan's helm 50
Guthan's helm 25		name	item	Guthan's helm 25
Guthan's helm 0		name	item	Guthan's helm 0
Guthan's warspear 100		name	item	Guthan's warspear 100
Guthan's warspear 75		name	item	Guthan's warspear 75
Guthan's warspear 50		name	item	Guthan's warspear 50
Guthan's warspear 25		name	item	Guthan's warspear 25
Guthan's warspear 0		name	item	Guthan's warspear 0
Guthan's platebody 100		name	item	Guthan's platebody 100
Guthan's platebody 75		name	item	Guthan's platebody 75
Guthan's platebody 50		name	item	Guthan's platebody 50
Guthan's platebody 25		name	item	Guthan's platebody 25
Guthan's platebody 0		name	item	Guthan's platebody 0
Guthan's chainskirt 100		name	item	Guthan's chainskirt 100
Guthan's chainskirt 75		name	item	Guthan's chainskirt 75
Guthan's chainskirt 50		name	item	Guthan's chainskirt 50
Guthan's chainskirt 25		name	item	Guthan's chainskirt 25
Guthan's chainskirt 0		name	item	Guthan's chainskirt 0
Karil's coif 100		name	item	Karil's coif 100
Karil's coif 75		name	item	Karil's coif 75
Karil's coif 50		name	item	Karil's coif 50
Karil's coif 25		name	item	Karil's coif 25
Karil's coif 0		name	item	Karil's coif 0
Karil's crossbow 100		name	item	Karil's crossbow 100
Karil's crossbow 75		name	item	Karil's crossbow 75
Karil's crossbow 50		name	item	Karil's crossbow 50
Karil's crossbow 25		name	item	Karil's crossbow 25
Karil's crossbow 0		name	item	Karil's crossbow 0
Karil's leathertop 100		name	item	Karil's leathertop 100
Karil's leathertop 75		name	item	Karil's leathertop 75
Karil's leathertop 50		name	item	Karil's leathertop 50
Karil's leathertop 25		name	item	Karil's leathertop 25
Karil's leathertop 0		name	item	Karil's leathertop 0
Karil's leatherskirt 100		name	item	Karil's leatherskirt 100
Karil's leatherskirt 75		name	item	Karil's leatherskirt 75
Karil's leatherskirt 50		name	item	Karil's leatherskirt 50
Karil's leatherskirt 25		name	item	Karil's leatherskirt 25
Karil's leatherskirt 0		name	item	Karil's leatherskirt 0
Torag's helm 100		name	item	Torag's helm 100
Torag's helm 75		name	item	Torag's helm 75
Torag's helm 50		name	item	Torag's helm 50
Torag's helm 25		name	item	Torag's helm 25
Torag's helm 0		name	item	Torag's helm 0
Torag's hammers 100		name	item	Torag's hammers 100
Torag's hammers 75		name	item	Torag's hammers 75
Torag's hammers 50		name	item	Torag's hammers 50
Torag's hammers 25		name	item	Torag's hammers 25
Torag's hammers 0		name	item	Torag's hammers 0
Torag's platebody 100		name	item	Torag's platebody 100
Torag's platebody 75		name	item	Torag's platebody 75
Torag's platebody 50		name	item	Torag's platebody 50
Torag's platebody 25		name	item	Torag's platebody 25
Torag's platebody 0		name	item	Torag's platebody 0
Torag's platelegs 100		name	item	Torag's platelegs 100
Torag's platelegs 75		name	item	Torag's platelegs 75
Torag's platelegs 50		name	item	Torag's platelegs 50
Torag's platelegs 25		name	item	Torag's platelegs 25
Torag's platelegs 0		name	item	Torag's platelegs 0
Verac's helm 100		name	item	Verac's helm 100
Verac's helm 75		name	item	Verac's helm 75
Verac's helm 50		name	item	Verac's helm 50
Verac's helm 25		name	item	Verac's helm 25
Verac's helm 0		name	item	Verac's helm 0
Verac's flail 100		name	item	Verac's flail 100
Verac's flail 75		name	item	Verac's flail 75
Verac's flail 50		name	item	Verac's flail 50
Verac's flail 25		name	item	Verac's flail 25
Verac's flail 0		name	item	Verac's flail 0
Verac's brassard 100		name	item	Verac's brassard 100
Verac's brassard 75		name	item	Verac's brassard 75
Verac's brassard 50		name	item	Verac's brassard 50
Verac's brassard 25		name	item	Verac's brassard 25
Verac's brassard 0		name	item	Verac's brassard 0
Verac's plateskirt 100		name	item	Verac's plateskirt 100
Verac's plateskirt 75		name	item	Verac's plateskirt 75
Verac's plateskirt 50		name	item	Verac's plateskirt 50
Verac's plateskirt 25		name	item	Verac's plateskirt 25
Verac's plateskirt 0		name	item	Verac's plateskirt 0
Raw cave eel		name	item	Raw cave eel
Burnt cave eel		name	item	Burnt cave eel
Cave eel		name	item	Cave eel
Frog spawn		name	item	Frog spawn
Brooch		name	item	Brooch
Goblin symbol book		name	item	Goblin symbol book
Silverware		name	item	Silverware
Peace treaty		name	item	Peace treaty
Mining helmet		name	item	Mining helmet
Bone spear		name	item	Bone spear
Bone club		name	item	Bone club
Minecart ticket		name	item	Minecart ticket
Woven top		name	item	Woven top
Shirt		name	item	Shirt
Trousers		name	item	Trousers
Shorts		name	item	Shorts
Skirt		name	item	Skirt
Dwarf		name	item	Dwarf
Dwarven battleaxe		name	item	Dwarven battleaxe
Left boot		name	item	Left boot
Right boot		name	item	Right boot
Exquisite boots		name	item	Exquisite boots
Book on costumes		name	item	Book on costumes
Meeting notes		name	item	Meeting notes
Exquisite clothes		name	item	Exquisite clothes
Master farmer		name	item	Master farmer
Bird nest		name	item	Bird nest
Bird's egg		name	item	Bird's egg
Varrock armour		name	item	Varrock armour
Sea snake		name	item	Sea snake
Morytania legs		name	item	Morytania legs
Explorer's ring		name	item	Explorer's ring
Marigold seed		name	item	Marigold seed
Rosemary seed		name	item	Rosemary seed
Nasturtium seed		name	item	Nasturtium seed
Woad seed		name	item	Woad seed
Limpwurt seed		name	item	Limpwurt seed
Redberry seed		name	item	Redberry seed
Cadavaberry seed		name	item	Cadavaberry seed
Dwellberry seed		name	item	Dwellberry seed
Jangerberry seed		name	item	Jangerberry seed
Whiteberry seed		name	item	Whiteberry seed
Poison ivy seed		name	item	Poison ivy seed
Seeds		name	item	Seeds
Cactus seed		name	item	Cactus seed
Belladonna seed		name	item	Belladonna seed
Mushroom spore		name	item	Mushroom spore
Apple tree seed		name	item	Apple tree seed
Banana tree seed		name	item	Banana tree seed
Orange tree seed		name	item	Orange tree seed
Curry tree seed		name	item	Curry tree seed
Pineapple seed		name	item	Pineapple seed
Papaya tree seed		name	item	Papaya tree seed
Palm tree seed		name	item	Palm tree seed
Calquat tree seed		name	item	Calquat tree seed
Guam seed		name	item	Guam seed
Marrentill seed		name	item	Marrentill seed
Tarromin seed		name	item	Tarromin seed
Harralander seed		name	item	Harralander seed
Ranarr seed		name	item	Ranarr seed
Toadflax seed		name	item	Toadflax seed
Irit seed		name	item	Irit seed
Avantoe seed		name	item	Avantoe seed
Kwuarm seed		name	item	Kwuarm seed
Snapdragon seed		name	item	Snapdragon seed
Cadantine seed		name	item	Cadantine seed
Lantadyme seed		name	item	Lantadyme seed
Dwarf weed seed		name	item	Dwarf weed seed
Torstol seed		name	item	Torstol seed
Barley seed		name	item	Barley seed
Jute seed		name	item	Jute seed
Hammerstone seed		name	item	Hammerstone seed
Asgarnian seed		name	item	Asgarnian seed
Yanillian seed		name	item	Yanillian seed
Krandorian seed		name	item	Krandorian seed
Wildblood seed		name	item	Wildblood seed
Acorn		name	item	Acorn
Willow seed		name	item	Willow seed
Maple seed		name	item	Maple seed
Yew seed		name	item	Yew seed
Magic seed		name	item	Magic seed
Spirit seed		name	item	Spirit seed
Potato seed		name	item	Potato seed
Onion seed		name	item	Onion seed
Sweetcorn seed		name	item	Sweetcorn seed
Watermelon seed		name	item	Watermelon seed
Tomato seed		name	item	Tomato seed
Strawberry seed		name	item	Strawberry seed
Cabbage seed		name	item	Cabbage seed
Gardening trowel		name	item	Gardening trowel
Spade handle		name	item	Spade handle
Spade head		name	item	Spade head
Secateurs		name	item	Secateurs
Watering can		name	item	Watering can
Watering can(1)		name	item	Watering can(1)
Watering can(2)		name	item	Watering can(2)
Watering can(3)		name	item	Watering can(3)
Watering can(4)		name	item	Watering can(4)
Watering can(5)		name	item	Watering can(5)
Watering can(6)		name	item	Watering can(6)
Watering can(7)		name	item	Watering can(7)
Watering can(8)		name	item	Watering can(8)
Rake		name	item	Rake
Seed dibber		name	item	Seed dibber
Gardening boots		name	item	Gardening boots
Rake handle		name	item	Rake handle
Rake head		name	item	Rake head
Smoke devil		name	item	Smoke devil
Empty plant pot		name	item	Empty plant pot
Unfired plant pot		name	item	Unfired plant pot
Filled plant pot		name	item	Filled plant pot
Plant pot		name	item	Plant pot
Oak seedling		name	item	Oak seedling
Willow seedling		name	item	Willow seedling
Maple seedling		name	item	Maple seedling
Yew seedling		name	item	Yew seedling
Magic seedling		name	item	Magic seedling
Spirit seedling		name	item	Spirit seedling
Oak seedling (w)		name	item	Oak seedling (w)
Willow seedling (w)		name	item	Willow seedling (w)
Maple seedling (w)		name	item	Maple seedling (w)
Yew seedling (w)		name	item	Yew seedling (w)
Magic seedling (w)		name	item	Magic seedling (w)
Spirit seedling (w)		name	item	Spirit seedling (w)
Oak sapling		name	item	Oak sapling
Willow sapling		name	item	Willow sapling
Maple sapling		name	item	Maple sapling
Yew sapling		name	item	Yew sapling
Magic sapling		name	item	Magic sapling
Spirit sapling		name	item	Spirit sapling
Basket		name	item	Basket
Apples(1)		name	item	Apples(1)
Apples(2)		name	item	Apples(2)
Apples(3)		name	item	Apples(3)
Apples(4)		name	item	Apples(4)
Apples(5)		name	item	Apples(5)
Oranges(1)		name	item	Oranges(1)
Oranges(2)		name	item	Oranges(2)
Oranges(3)		name	item	Oranges(3)
Oranges(4)		name	item	Oranges(4)
Oranges(5)		name	item	Oranges(5)
Strawberries(1)		name	item	Strawberries(1)
Strawberries(2)		name	item	Strawberries(2)
Strawberries(3)		name	item	Strawberries(3)
Strawberries(4)		name	item	Strawberries(4)
Strawberries(5)		name	item	Strawberries(5)
Bananas(1)		name	item	Bananas(1)
